3.924557819999999708e+01,-8.306719560000000513e+01,1.000000000000000000e+01
3.925277899999999676e+01,-8.221020950000000482e+01,1.000000000000000000e+01
3.924225719999999740e+01,-7.904397179999999423e+01,1.000000000000000000e+01
3.924127000000000010e+01,-8.226364999999999839e+01,1.000000000000000000e+01
3.922189999999999799e+01,-8.394913999999999987e+01,1.000000000000000000e+01
3.924563100000000304e+01,-8.359121910000000355e+01,1.000000000000000000e+01
3.924087999999999710e+01,-8.403215000000000146e+01,1.000000000000000000e+01
3.925005000000000166e+01,-8.411396999999999480e+01,1.000000000000000000e+01
3.928116539999999901e+01,-7.853893089999999688e+01,1.000000000000000000e+01
3.925579450000000037e+01,-8.016237769999999330e+01,1.000000000000000000e+01
4.285795999999999850e+01,-7.798475999999999431e+01,4.000000000000000000e+00
4.288324000000000069e+01,-7.799488999999999805e+01,4.000000000000000000e+00
3.658537040000000218e+01,-7.798712079999999958e+01,4.000000000000000000e+00
3.659141300000000285e+01,-7.796011230000000580e+01,4.000000000000000000e+00
4.235265820000000048e+01,-7.776388280000000464e+01,4.000000000000000000e+00
4.235425990000000240e+01,-7.749259999999999593e+01,4.000000000000000000e+00
4.235644800000000032e+01,-7.800303279999999972e+01,4.000000000000000000e+00
4.235462179999999677e+01,-7.795727239999999370e+01,4.000000000000000000e+00
3.921501219999999677e+01,-8.011449810000000582e+01,4.000000000000000000e+00
3.933448409999999740e+01,-8.281546000000000163e+01,4.000000000000000000e+00
3.931846819999999809e+01,-8.291444070000000011e+01,4.000000000000000000e+00
3.934587520000000183e+01,-8.281678069999999536e+01,4.000000000000000000e+00
